,BU,Machine_Type,Serial_number,Unused_machines_J1,Unused_machines_UNP,Unused_machines_PL,OEE,OEE-J1,OEE-J1-H1-G+G6,Availability,Performance,Planned_Downtime%,Unplanned_Downtime%,Performance_losses,Batch_size,Setuptime/min,Waitingtime/min,Quantity/h,Quantity,Avg_length/mm,ShiftTime/h,Netto_StandardTime/h,Downtime/h,Dw_J1,Planned_Downtime/h,Unplanned_Downtime/h,Urgent_Orders(A16)%,Disciplinary_responsible_vs_Shifthours,Not_disciplinary_responsible_vs_Shifthours,No_Orders,Scrap/m,Scrap%,Avg_No_Machines,Somme de Dw_B,shift,Day,Month,Year,Date
12695,BU 2,Machine 3,293F4715,0.0,0.19,0.22,40.09,40.09,40.1,61.65,65.02,19.06,19.29,21.56,347,10.79,4.35,260,2082,2627.96,8.0,3.21,3.07,0.0,1.52,1.54,16.67,14.05,5.24,6,5.655,0.19,7.0,,2,10,3,2018,2018-03-10
12696,BU 2,Machine 3,483D5938,0.0,0.1,0.31,52.74,52.74,52.77,83.41,63.23,6.35,10.24,30.67,1019,5.22,2.02,382,3056,2321.53,8.0,4.22,1.33,0.0,0.51,0.82,33.33,5.08,5.16,3,15.1,0.20,7.0,,2,10,3,2018,2018-03-10
12697,BU 2,Machine 2,5392175,0.0,0.1,0.11,36.83,36.83,38.57,47.58,77.41,42.85,9.57,10.75,654,8.1,0.0,1226,9810,2215.13,8.0,2.95,4.19,0.0,3.43,0.77,0.0,6.6,2.98,15,118.265,0.85,11.0,,2,10,3,2018,2018-03-10
12698,BU 2,Machine 2,6798354,0.0,0.25,0.11,24.59,24.59,25.11,35.62,69.04,39.04,25.34,11.03,539,13.46,4.14,808,6467,1858.24,8.0,1.97,5.15,0.0,3.12,2.03,0.0,11.03,14.31,12,88.285,0.57,11.0,,2,10,3,2018,2018-03-10
12699,BU 2,Machine 2,7481923,0.0,0.1,0.1,46.57,46.57,47.58,56.94,81.79,33.17,9.89,10.37,675,5.98,0.54,1687,13498,1460.12,8.0,3.73,3.44,0.0,2.65,0.79,5.0,4.66,5.23,20,195.0,0.67,11.0,,2,10,3,2018,2018-03-10
12700,BU 2,Machine 2,1047583,0.0,0.06,0.17,39.53,39.53,43.59,56.78,69.61,37.01,6.21,17.26,718,7.88,0.12,1347,10774,2054.44,8.0,3.16,3.46,0.0,2.96,0.5,6.67,2.62,3.59,15,154.575,1.17,11.0,,2,10,3,2018,2018-03-10
12701,BU 2,Machine 2,2938745,0.0,0.18,0.08,48.56,48.56,51.66,56.92,85.31,25.43,17.65,8.36,734,5.04,2.2,1284,10272,2596.42,8.0,3.89,3.45,0.0,2.03,1.41,0.0,3.34,14.3,14,93.26,0.25,11.0,,2,10,3,2018,2018-03-10
12702,BU 2,Machine 2,8362719,0.0,0.34,0.11,32.12,32.12,32.26,42.95,74.78,23.27,33.78,10.83,694,7.66,2.63,1041,8327,1360.62,8.0,2.57,4.56,0.0,1.86,2.7,8.33,17.59,16.19,12,104.46,0.61,11.0,,2,10,3,2018,2018-03-10
12703,BU 2,Machine 2,5849321,0.0,0.5,0.09,11.37,11.37,12.81,20.45,55.59,29.09,50.46,9.08,655,16.57,5.85,409,3275,932.72,8.0,0.91,6.36,0.0,2.33,4.04,0.0,8.39,42.07,5,6.3,0.15,11.0,,2,10,3,2018,2018-03-10
12704,BU 2,Machine 2,2948567,0.0,0.16,0.14,28.12,28.12,29.62,42.16,66.69,41.57,16.27,14.04,480,5.67,1.65,901,7205,1855.55,8.0,2.25,4.63,0.0,3.33,1.3,6.67,2.81,13.47,15,79.36,0.32,11.0,,2,10,3,2018,2018-03-10
12705,BU 2,Machine 2,3928471,0.0,0.18,0.1,34.16,34.16,37.91,44.61,76.56,37.66,17.72,10.46,677,6.95,1.88,1185,9482,1058.61,8.0,2.73,4.43,0.0,3.01,1.42,7.14,8.82,8.9,14,45.735,0.46,11.0,,2,10,3,2018,2018-03-10
12706,BU 2,Machine 2,1749536,0.0,0.16,0.13,39.68,39.68,41.77,52.76,75.21,31.48,15.76,13.08,698,6.67,0.31,1310,10476,2263.99,8.0,3.17,3.78,0.0,2.52,1.26,0.0,8.57,7.19,15,252.525,0.68,11.0,,2,10,3,2018,2018-03-10
12707,BU 2,Machine 2,3826197,0.0,0.32,0.12,28.25,28.25,31.16,40.55,69.66,27.84,31.61,12.3,896,9.23,2.13,1008,8063,1771.44,8.0,2.26,4.76,0.0,2.23,2.53,0.0,19.88,11.73,9,95.425,0.53,11.0,,2,10,3,2018,2018-03-10
12708,BU 2,Machine 8,847261539,0.0,0.12,0.09,49.06,49.06,54.7,58.32,84.13,29.7,11.98,9.26,836,5.76,1.57,1254,10028,2146.61,8.0,3.92,3.33,0.0,2.38,0.96,8.33,0.92,11.06,12,0.0,0.00,1.0,,2,10,3,2018,2018-03-10
12709,BU 3,Machine 6,4027589,0.0,0.26,0.07,60.67,60.89,62.53,67.83,89.45,6.55,25.63,7.16,1748,2.61,6.98,1529,12234,764.26,8.0,4.85,2.57,0.03,0.52,2.05,0.0,0.72,24.91,7,9.135,0.11,1.0,,2,10,3,2018,2018-03-10
12710,BU 3,Machine 1,8471629,0.01,0.2,0.25,32.24,32.71,34.95,57.54,56.03,22.47,20.0,25.3,936,10.32,0.0,819,6551,1138.98,8.0,2.58,3.4,0.11,1.8,1.6,0.0,5.38,14.61,7,2.975,0.02,1.0,,2,10,3,2018,2018-03-10
12711,BU 3,Machine 5,2938745,0.0,0.41,0.05,47.77,47.88,48.5,52.32,91.31,6.5,41.19,4.55,1547,3.32,0.0,967,7737,615.00,8.0,3.82,3.81,0.02,0.52,3.29,0.0,0.61,40.57,5,22.755,0.48,3.0,,2,10,3,2018,2018-03-10
12712,BU 3,Machine 5,8374621,0.0,0.16,0.28,38.4,38.4,43.16,66.44,57.8,17.28,16.27,28.04,1169,2.34,0.0,1316,10524,626.14,8.0,3.07,2.68,0.0,1.38,1.3,11.11,2.76,13.51,9,65.375,0.79,3.0,,2,10,3,2018,2018-03-10
12713,BU 1,Machine 1,8492371,0.0,0.44,0.11,10.94,10.94,11.91,21.82,50.16,34.22,43.96,10.87,64,2.89,4.31,281,2248,762.81,8.0,0.88,6.25,0.0,2.74,3.52,0.0,5.08,38.88,35,0.0,0.00,4.0,,3,10,3,2018,2018-03-10
12714,BU 1,Machine 1,5816492,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0.0,0.0,0,0,#DIV/0!,8.0,,8.0,8.0,0.0,8.0,0.0,0.0,100.0,0,,#DIV/0!,4.0,,3,10,3,2018,2018-03-10
12715,BU 1,Machine 1,0923745,0.0,0.23,0.19,38.44,38.44,38.46,57.03,67.4,19.74,23.23,18.59,220,1.82,1.9,936,7488,994.76,8.0,3.07,3.44,0.0,1.58,1.86,0.0,0.8,22.42,34,0.0,0.00,4.0,,3,10,3,2018,2018-03-10
12716,BU 1,Machine 1,7618349,0.0,0.29,0.09,17.06,17.06,17.29,25.83,66.04,45.4,28.77,8.77,87,3.2,2.41,436,3485,1259.08,8.0,1.36,5.93,0.0,3.63,2.3,5.0,4.89,23.88,40,0.0,0.00,4.0,,3,10,3,2018,2018-03-10
12717,BU 1,Machine 2,2359173,0.0,0.46,0.14,23.05,23.05,23.07,36.72,62.77,17.02,46.26,13.67,194,1.2,3.68,631,5047,1291.34,8.0,1.84,5.06,0.0,1.36,3.7,3.85,8.53,37.73,26,13.75,0.24,1.0,,3,10,3,2018,2018-03-10
12718,BU 2,Machine 1,1903845,0.0,0.27,0.15,26.76,26.76,30.35,41.76,64.08,31.27,26.96,15.0,621,9.18,1.94,854,6829,2451.44,8.0,2.14,4.66,0.0,2.5,2.16,0.0,0.59,26.37,11,0.0,0.00,5.0,,3,10,3,2018,2018-03-10
12719,BU 2,Machine 1,8392745,0.01,0.33,0.25,4.22,4.27,4.5,29.36,14.37,37.87,32.77,25.15,125,22.39,0.15,125,999,1530.25,8.0,0.34,5.65,0.09,3.03,2.62,12.5,4.6,28.17,8,0.0,0.00,5.0,,3,10,3,2018,2018-03-10
12720,BU 2,Machine 1,9473852,0.0,0.41,0.16,13.83,13.83,15.36,30.1,45.95,29.34,40.56,16.27,385,9.52,2.58,482,3853,1161.43,8.0,1.11,5.59,0.0,2.35,3.24,0.0,12.94,27.62,10,69.205,1.64,5.0,,3,10,3,2018,2018-03-10
12721,BU 2,Machine 3,573N6493,0.0,0.42,0.12,19.68,19.68,22.01,32.08,61.35,26.01,41.91,12.4,263,17.53,12.84,99,788,3674.42,8.0,1.57,5.43,0.0,2.08,3.35,0.0,20.13,21.78,3,63.57,1.65,7.0,,3,10,3,2018,2018-03-10
12722,BU 2,Machine 3,029P3751,0.0,0.13,0.18,32.54,32.54,35.27,50.71,64.17,36.17,13.12,18.17,235,25.73,2.35,147,1173,4542.64,8.0,2.6,3.94,0.0,2.89,1.05,20.0,7.76,5.36,5,4.77,0.09,7.0,,3,10,3,2018,2018-03-10
12723,BU 2,Machine 3,182L4692,0.0,0.18,0.09,49.45,49.65,62.36,58.65,84.32,23.29,18.06,9.2,780,8.56,2.08,293,2341,2246.72,8.0,3.96,3.31,0.03,1.86,1.44,33.33,6.68,11.38,3,26.41,0.51,7.0,,3,10,3,2018,2018-03-10
12724,BU 2,Machine 3,583J9461,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0.0,0.0,0,0,#DIV/0!,8.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,100.0,0,0.0,#DIV/0!,7.0,,3,10,3,2018,2018-03-10
12725,BU 2,Machine 3,293F4715,0.0,0.07,0.21,55.72,55.86,59.67,76.81,72.54,15.87,7.32,21.09,440,7.43,1.27,275,2200,3733.98,8.0,4.46,1.86,0.02,1.27,0.59,20.0,3.85,3.47,5,0.0,0.00,7.0,,3,10,3,2018,2018-03-10
12726,BU 2,Machine 3,483D5938,0.0,0.24,0.19,43.73,43.73,45.32,63.0,69.42,13.0,24.0,19.26,513,6.16,2.29,321,2565,2370.10,8.0,3.5,2.96,0.0,1.04,1.92,20.0,8.94,15.06,5,17.555,0.31,7.0,,3,10,3,2018,2018-03-10
12727,BU 2,Machine 2,5392175,0.0,0.25,0.14,40.97,40.97,42.53,54.7,74.89,19.94,25.35,13.73,805,4.26,2.96,1510,12082,1687.05,8.0,3.28,3.62,0.0,1.6,2.03,0.0,5.08,20.27,15,71.245,0.26,11.0,,3,10,3,2018,2018-03-10
12728,BU 2,Machine 2,6798354,0.0,0.32,0.14,37.52,37.52,38.88,51.22,73.26,16.5,32.28,13.69,766,4.4,1.61,1437,11495,1114.14,8.0,3.0,3.9,0.0,1.32,2.58,6.67,0.49,31.8,15,7.64,0.04,11.0,,3,10,3,2018,2018-03-10
12729,BU 2,Machine 2,7481923,0.0,0.21,0.12,51.41,51.41,55.26,63.51,80.94,15.64,20.84,12.1,897,2.92,2.1,1906,15250,1512.73,8.0,4.11,2.92,0.0,1.25,1.67,5.88,6.04,14.8,17,1.685,0.01,11.0,,3,10,3,2018,2018-03-10
12730,BU 2,Machine 2,1047583,0.0,0.18,0.23,34.92,34.92,34.94,57.66,60.56,24.33,18.0,22.74,783,5.48,2.89,1273,10180,1687.72,8.0,2.79,3.39,0.0,1.95,1.44,7.69,2.95,15.05,13,196.65,1.16,11.0,,3,10,3,2018,2018-03-10
12731,BU 2,Machine 2,2938745,0.0,0.55,0.06,35.08,35.08,36.99,40.99,85.58,3.71,55.31,5.91,665,1.33,4.92,832,6653,3852.97,8.0,2.81,4.72,0.0,0.3,4.42,10.0,3.41,51.9,10,32.625,0.09,11.0,,3,10,3,2018,2018-03-10
12732,BU 2,Machine 2,8362719,0.0,0.36,0.18,14.5,14.5,16.32,32.47,44.66,31.63,35.91,17.97,528,13.31,3.72,528,4222,785.12,8.0,1.16,5.4,0.0,2.53,2.87,25.0,26.15,9.76,8,3.075,0.09,11.0,,3,10,3,2018,2018-03-10
12733,BU 2,Machine 2,5849321,0.0,0.52,0.13,23.65,23.65,24.34,36.6,64.62,11.39,52.01,12.95,879,3.81,3.09,989,7915,779.18,8.0,1.89,5.07,0.0,0.91,4.16,0.0,5.13,46.89,9,4.585,0.01,11.0,,3,10,3,2018,2018-03-10
12734,BU 2,Machine 2,2948567,0.0,0.26,0.22,32.92,32.92,33.93,55.06,59.78,19.36,25.58,22.15,861,6.77,2.56,1183,9467,1780.98,8.0,2.63,3.59,0.0,1.55,2.05,0.0,8.97,16.61,11,5.9,0.04,11.0,,3,10,3,2018,2018-03-10
12735,BU 2,Machine 2,3928471,0.0,0.25,0.1,41.44,41.44,42.91,51.5,80.45,23.85,24.65,10.07,885,6.08,5.33,1439,11510,1952.89,8.0,3.31,3.88,0.0,1.91,1.97,0.0,7.31,17.34,13,34.395,0.11,11.0,,3,10,3,2018,2018-03-10
12736,BU 2,Machine 2,1749536,0.0,0.24,0.18,31.82,31.82,36.28,49.95,63.7,26.12,23.92,18.14,821,4.35,1.09,1231,9849,1323.55,8.0,2.55,4.0,0.0,2.09,1.91,8.33,4.58,19.34,12,135.635,0.86,11.0,,3,10,3,2018,2018-03-10
12737,BU 2,Machine 2,3826197,0.0,0.14,0.2,33.27,33.27,38.41,53.08,62.68,32.56,14.36,19.81,844,5.99,0.0,1371,10966,936.88,8.0,2.66,3.75,0.0,2.6,1.15,7.69,3.0,11.36,13,7.46,0.05,11.0,,3,10,3,2018,2018-03-10
12738,BU 2,Machine 8,847261539,0.0,0.32,0.07,42.43,42.43,43.85,49.23,86.19,18.6,32.17,6.8,507,3.87,4.2,1141,9126,1390.49,8.0,3.39,4.06,0.0,1.49,2.57,5.56,7.35,24.82,18,0.0,0.00,1.0,,3,10,3,2018,2018-03-10
12739,BU 1,Machine 1,8492371,0.08,0.34,0.11,13.3,14.5,16.88,24.32,54.7,41.79,33.89,11.02,96,3.73,1.27,374,2988,1023.51,8.0,1.06,6.05,0.66,3.34,2.71,3.23,12.58,21.31,31,0.0,0.00,4.0,,1,11,3,2018,2018-03-11
12740,BU 1,Machine 1,5816492,0.03,0.14,0.15,24.42,25.08,28.66,39.68,61.55,46.0,14.32,15.26,117,3.25,0.3,627,5017,1086.39,8.0,1.95,4.83,0.21,3.68,1.15,0.0,6.33,7.99,43,30.74,0.48,4.0,,1,11,3,2018,2018-03-11
12741,BU 1,Machine 1,0923745,0.01,0.13,0.12,27.78,28.01,31.03,39.88,69.67,47.13,12.99,12.1,105,3.78,0.03,606,4846,1009.72,8.0,2.22,4.81,0.06,3.77,1.04,0.0,6.98,6.02,46,0.0,0.00,4.0,,1,11,3,2018,2018-03-11
12742,BU 1,Machine 1,7618349,0.0,0.03,0.11,22.25,22.25,24.89,33.28,66.85,63.99,2.72,11.03,115,4.09,0.0,574,4594,1380.94,8.0,1.78,5.34,0.0,5.12,0.22,0.0,2.65,0.07,40,0.0,0.00,4.0,,1,11,3,2018,2018-03-11
12743,BU 1,Machine 2,2359173,0.0,0.21,0.17,27.05,27.05,29.93,44.01,61.45,35.27,20.72,16.97,165,3.01,0.16,720,5760,1518.41,8.0,2.16,4.48,0.0,2.82,1.66,0.0,19.41,1.31,35,59.625,0.52,1.0,,1,11,3,2018,2018-03-11
12744,BU 2,Machine 1,1903845,0.0,0.31,0.1,34.15,34.15,34.54,44.56,76.64,24.52,30.92,10.41,588,6.16,7.57,1102,8815,2041.69,8.0,2.73,4.43,0.0,1.96,2.47,6.67,3.7,27.21,15,0.0,0.00,5.0,,1,11,3,2018,2018-03-11
12745,BU 2,Machine 1,8392745,0.03,0.26,0.27,22.56,23.26,25.71,49.18,45.87,24.66,26.16,26.62,560,5.13,4.13,840,6717,811.61,8.0,1.8,4.07,0.24,1.97,2.09,8.33,7.9,18.26,12,0.0,0.00,5.0,,1,11,3,2018,2018-03-11
12746,BU 2,Machine 1,9473852,0.0,0.65,0.12,8.04,8.04,8.27,19.58,41.08,15.26,65.16,11.54,412,11.14,35.66,257,2059,1339.89,8.0,0.64,6.43,0.0,1.22,5.21,20.0,12.22,52.94,5,14.4,0.73,5.0,,1,11,3,2018,2018-03-11
12747,BU 2,Machine 3,573N6493,0.02,0.16,0.07,63.85,65.08,69.22,71.17,89.71,13.27,15.56,7.32,909,8.94,5.34,454,3635,1664.66,8.0,5.11,2.31,0.15,1.06,1.24,25.0,4.68,10.88,4,128.96,1.76,7.0,,1,11,3,2018,2018-03-11
12748,BU 2,Machine 3,029P3751,0.0,0.3,0.15,48.97,48.97,57.02,63.67,76.91,6.82,29.51,14.7,667,3.69,5.86,250,2000,3621.63,8.0,3.92,2.91,0.0,0.55,2.36,33.33,4.96,24.55,3,0.0,0.00,7.0,,1,11,3,2018,2018-03-11
12749,BU 2,Machine 3,182L4692,0.0,0.12,0.09,67.17,67.17,70.25,75.92,88.47,12.13,11.95,8.75,658,7.19,2.39,411,3291,1933.16,8.0,5.37,1.93,0.0,0.97,0.96,20.0,3.61,8.35,5,4.66,0.09,7.0,,1,11,3,2018,2018-03-11
12750,BU 2,Machine 3,583J9461,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0.0,0.0,0,0,#DIV/0!,8.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,100.0,0,0.0,#DIV/0!,7.0,,1,11,3,2018,2018-03-11
12751,BU 2,Machine 3,293F4715,0.04,0.17,0.14,50.65,52.53,54.32,65.03,77.9,17.53,17.44,14.37,545,9.13,2.35,477,3818,743.09,8.0,4.05,2.8,0.29,1.4,1.39,14.29,5.57,11.86,7,2.39,0.08,7.0,,1,11,3,2018,2018-03-11
12752,BU 2,Machine 3,483D5938,0.0,0.1,0.19,55.08,55.08,60.31,74.09,74.34,15.68,10.24,19.01,1161,10.92,5.0,436,3484,1791.46,8.0,4.41,2.07,0.0,1.25,0.82,33.33,5.53,4.7,3,18.125,0.29,7.0,,1,11,3,2018,2018-03-11
12753,BU 2,Machine 2,5392175,0.09,0.38,0.13,30.83,33.97,34.6,43.78,70.42,17.99,38.23,12.95,542,3.02,0.71,1220,9761,1231.96,8.0,2.47,4.5,0.74,1.44,3.06,11.11,10.2,28.02,18,1.65,0.01,11.0,,1,11,3,2018,2018-03-11
12754,BU 2,Machine 2,6798354,0.0,0.41,0.12,24.15,24.15,25.77,36.39,66.35,22.51,41.1,12.24,552,5.04,1.8,965,7721,1096.77,8.0,1.93,5.09,0.0,1.8,3.29,7.14,14.26,26.84,14,49.37,0.38,11.0,,1,11,3,2018,2018-03-11
12755,BU 2,Machine 2,7481923,0.0,0.21,0.14,37.85,37.9,38.59,52.18,72.53,26.67,21.15,14.33,729,7.39,0.32,1367,10934,1646.03,8.0,3.03,3.83,0.01,2.13,1.69,6.67,2.95,18.2,15,142.82,0.63,11.0,,1,11,3,2018,2018-03-11
12756,BU 2,Machine 2,1047583,0.12,0.22,0.17,49.07,55.75,57.14,66.27,74.04,11.44,22.29,17.2,1004,2.05,1.07,2009,16069,1022.82,8.0,3.93,2.7,0.96,0.92,1.78,6.25,2.91,19.38,16,3.47,0.01,11.0,,1,11,3,2018,2018-03-11
12757,BU 2,Machine 2,2938745,0.0,0.23,0.11,38.19,38.19,40.09,49.56,77.05,27.05,23.4,11.37,618,6.39,3.54,1081,8651,1898.43,8.0,3.05,4.04,0.0,2.16,1.87,0.0,5.7,17.7,14,14.775,0.06,11.0,,1,11,3,2018,2018-03-11
12758,BU 2,Machine 2,8362719,0.0,0.19,0.17,40.28,40.43,41.3,57.1,70.54,23.52,19.39,16.82,723,6.14,1.84,1536,12284,1239.61,8.0,3.22,3.43,0.03,1.88,1.55,0.0,6.94,12.44,17,9.545,0.08,11.0,,1,11,3,2018,2018-03-11
12759,BU 2,Machine 2,5849321,0.0,0.27,0.19,31.85,31.85,34.75,51.11,62.31,21.82,27.07,19.26,907,5.79,2.21,1247,9976,1305.80,8.0,2.55,3.91,0.0,1.75,2.17,9.09,16.12,10.95,11,5.29,0.02,11.0,,1,11,3,2018,2018-03-11
12760,BU 2,Machine 2,2948567,0.0,0.21,0.15,47.52,47.72,48.8,62.26,76.32,16.43,21.31,14.74,849,2.79,3.06,1697,13577,1618.26,8.0,3.8,3.02,0.03,1.31,1.7,6.25,9.07,12.24,16,0.0,0.00,11.0,,1,11,3,2018,2018-03-11
12761,BU 2,Machine 2,3928471,0.0,0.21,0.17,32.33,32.33,33.29,49.31,65.57,29.85,20.84,16.98,739,8.62,1.44,1294,10352,1066.56,8.0,2.59,4.06,0.0,2.39,1.67,0.0,3.59,17.25,14,29.14,0.15,11.0,,1,11,3,2018,2018-03-11
12762,BU 2,Machine 2,1749536,0.0,0.25,0.13,45.67,45.67,46.79,58.25,78.39,17.24,24.5,12.59,992,3.66,1.57,1612,12899,1903.71,8.0,3.65,3.34,0.0,1.38,1.96,7.69,8.18,16.32,13,50.245,0.12,11.0,,1,11,3,2018,2018-03-11
12763,BU 2,Machine 2,3826197,0.0,0.11,0.16,54.05,54.05,54.94,69.6,77.66,19.33,11.08,15.55,904,2.34,0.39,2148,17185,1214.38,8.0,4.32,2.43,0.0,1.55,0.89,5.26,3.48,7.6,19,12.17,0.08,11.0,,1,11,3,2018,2018-03-11
12764,BU 2,Machine 8,847261539,0.0,0.13,0.06,62.74,62.74,70.29,68.44,91.67,18.57,12.99,5.7,888,2.03,1.21,1775,14200,780.88,8.0,5.02,2.52,0.0,1.49,1.04,6.25,5.48,7.51,16,0.0,0.00,1.0,,1,11,3,2018,2018-03-11
12765,BU 3,Machine 6,4027589,0.01,0.32,0.11,37.87,38.22,51.0,48.4,78.25,19.12,32.49,10.53,944,5.61,0.41,1062,8495,440.69,8.0,3.03,4.13,0.07,1.53,2.6,11.11,13.49,19.0,9,5.047,0.14,1.0,,1,11,3,2018,2018-03-11
12766,BU 3,Machine 1,8471629,0.0,0.23,0.2,24.58,24.59,28.93,44.79,54.88,31.76,23.45,20.21,953,16.52,4.72,715,5720,950.85,8.0,1.97,4.42,0.0,2.54,1.88,16.67,3.15,20.3,6,0.6,0.03,1.0,,1,11,3,2018,2018-03-11
12767,BU 3,Machine 5,2938745,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0.0,0.0,0,0,#DIV/0!,8.0,,8.0,8.0,0.0,8.0,0.0,0.0,100.0,0,,#DIV/0!,3.0,,1,11,3,2018,2018-03-11
12768,BU 3,Machine 5,8374621,0.02,0.19,0.26,40.22,40.99,45.94,65.76,61.15,15.55,18.68,25.55,1226,3.51,5.36,1380,11036,629.54,8.0,3.22,2.74,0.15,1.24,1.49,0.0,3.59,15.09,9,86.075,1.23,3.0,,1,11,3,2018,2018-03-11
12769,BU 1,Machine 1,8492371,0.0,0.22,0.12,26.58,26.64,28.14,38.67,68.75,39.34,21.99,12.08,164,2.25,1.2,820,6556,726.89,8.0,2.13,4.91,0.02,3.15,1.76,0.0,7.94,14.05,40,0.0,0.00,4.0,,2,11,3,2018,2018-03-11
12770,BU 1,Machine 1,5816492,0.0,0.29,0.16,21.64,21.64,21.77,37.49,57.72,33.69,28.81,15.85,65,2.32,1.37,546,4371,1638.68,8.0,1.73,5.0,0.0,2.7,2.3,0.0,4.97,23.85,67,70.325,1.10,4.0,,2,11,3,2018,2018-03-11
12771,BU 1,Machine 1,0923745,0.0,0.2,0.12,22.78,22.78,24.29,34.38,66.26,45.32,20.3,11.6,78,3.5,0.62,516,4128,1054.12,8.0,1.82,5.25,0.0,3.63,1.62,1.89,8.18,12.12,53,0.0,0.00,4.0,,2,11,3,2018,2018-03-11
12772,BU 1,Machine 1,7618349,0.0,0.19,0.12,36.45,36.45,38.65,48.62,74.98,32.18,19.2,12.17,97,1.93,0.53,822,6578,1141.33,8.0,2.92,4.11,0.0,2.57,1.54,0.0,2.77,16.42,68,0.0,0.00,4.0,,2,11,3,2018,2018-03-11
12773,BU 1,Machine 2,2359173,0.0,0.26,0.16,31.22,31.22,31.44,47.05,66.36,27.28,25.67,15.83,288,5.42,2.25,865,6921,1107.30,8.0,2.5,4.24,0.0,2.18,2.05,0.0,16.06,9.6,24,16.9,0.22,1.0,,2,11,3,2018,2018-03-11
12774,BU 2,Machine 1,1903845,0.0,0.34,0.15,26.83,26.83,29.73,41.84,64.12,24.21,33.95,15.01,549,4.41,2.98,893,7141,1627.06,8.0,2.15,4.65,0.0,1.94,2.72,7.69,9.68,24.27,13,0.0,0.00,5.0,,2,11,3,2018,2018-03-11
12775,BU 2,Machine 1,8392745,0.0,0.26,0.25,18.02,18.02,19.63,42.7,42.19,30.85,26.44,24.69,560,11.04,5.99,630,5043,1048.24,8.0,1.44,4.58,0.0,2.47,2.12,0.0,9.85,16.59,9,0.0,0.00,5.0,,2,11,3,2018,2018-03-11
12776,BU 2,Machine 1,9473852,0.0,0.26,0.14,17.99,18.03,20.42,31.98,56.27,42.12,25.91,13.98,404,4.58,2.53,606,4845,1347.10,8.0,1.44,5.44,0.02,3.37,2.07,0.0,16.44,9.47,12,79.845,0.47,5.0,,2,11,3,2018,2018-03-11
12777,BU 2,Machine 3,573N6493,0.0,0.16,0.22,43.87,43.87,44.11,66.17,66.29,18.13,15.7,22.3,291,12.22,3.02,218,1744,4052.83,8.0,3.51,2.71,0.0,1.45,1.26,16.67,10.86,4.84,6,14.995,0.17,7.0,,2,11,3,2018,2018-03-11
12778,BU 2,Machine 3,029P3751,0.0,0.13,0.18,53.72,53.72,54.96,72.03,74.58,14.94,13.03,18.31,661,12.47,10.27,330,2643,2078.72,8.0,4.3,2.24,0.0,1.2,1.04,0.0,2.18,10.85,4,0.75,0.04,7.0,,2,11,3,2018,2018-03-11
12779,BU 2,Machine 3,182L4692,0.0,0.08,0.11,55.42,55.42,58.69,66.6,83.21,25.4,8.0,11.18,552,18.28,0.24,345,2762,2241.77,8.0,4.43,2.67,0.0,2.03,0.64,20.0,5.98,2.02,5,18.515,0.36,7.0,,2,11,3,2018,2018-03-11
12780,BU 2,Machine 3,583J9461,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0.0,0.0,0,0,#DIV/0!,8.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,100.0,0,0.0,#DIV/0!,7.0,,2,11,3,2018,2018-03-11
12781,BU 2,Machine 3,293F4715,0.0,0.23,0.09,52.58,52.58,52.64,61.31,85.77,16.17,22.52,8.72,488,10.77,7.98,305,2441,2378.58,8.0,4.21,3.1,0.0,1.29,1.8,20.0,10.0,12.52,5,29.99,0.49,7.0,,2,11,3,2018,2018-03-11
12782,BU 2,Machine 3,483D5938,0.0,0.17,0.23,39.46,39.46,42.5,62.35,63.29,20.83,16.82,22.89,523,13.4,9.6,262,2092,2143.49,8.0,3.16,3.01,0.0,1.67,1.35,25.0,9.61,7.21,4,25.025,0.96,7.0,,2,11,3,2018,2018-03-11
12783,BU 2,Machine 2,5392175,0.0,0.08,0.13,36.0,36.0,39.72,48.63,74.03,43.45,7.92,12.63,759,9.55,0.17,1328,10621,1606.72,8.0,2.88,4.11,0.0,3.48,0.63,7.14,4.13,3.79,14,36.305,0.41,11.0,,2,11,3,2018,2018-03-11
12784,BU 2,Machine 2,6798354,0.0,0.19,0.09,38.2,38.2,38.95,47.26,80.84,33.84,18.91,9.05,687,9.64,1.9,1202,9615,1555.18,8.0,3.06,4.22,0.0,2.71,1.51,0.0,12.08,6.83,14,51.17,0.28,11.0,,2,11,3,2018,2018-03-11
12785,BU 2,Machine 2,7481923,0.0,0.15,0.1,27.79,27.79,30.42,38.06,73.01,47.4,14.54,10.27,391,6.28,0.27,1074,8592,1227.83,8.0,2.22,4.96,0.0,3.79,1.16,4.55,2.45,12.09,22,52.815,0.52,11.0,,2,11,3,2018,2018-03-11
